编号,英文slug,标题,难度,是否付费,任务领受Agent编号,当前任务状态
411,minimum-unique-word-abbreviation,Minimum Unique Word Abbreviation,困难,是,,已拉取
412,fizz-buzz,Fizz Buzz,简单,否,,已拉取
413,arithmetic-slices,Arithmetic Slices,中等,否,,已拉取
414,third-maximum-number,Third Maximum Number,简单,否,,已拉取
415,add-strings,Add Strings,简单,否,,已拉取
416,partition-equal-subset-sum,Partition Equal Subset Sum,中等,否,,已拉取
417,pacific-atlantic-water-flow,Pacific Atlantic Water Flow,中等,否,,已拉取
418,sentence-screen-fitting,Sentence Screen Fitting,中等,是,,已拉取
419,battleships-in-a-board,Battleships in a Board,中等,否,,已拉取
420,strong-password-checker,Strong Password Checker,困难,否,,已拉取
421,maximum-xor-of-two-numbers-in-an-array,Maximum XOR of Two Numbers in an Array,中等,否,,已拉取
422,valid-word-square,Valid Word Square,简单,是,,已拉取
423,reconstruct-original-digits-from-english,Reconstruct Original Digits from English,中等,否,,已拉取
424,longest-repeating-character-replacement,Longest Repeating Character Replacement,中等,否,,已拉取
425,word-squares,Word Squares,困难,是,,已拉取
426,convert-binary-search-tree-to-sorted-doubly-linked-list,Convert Binary Search Tree to Sorted Doubly Linked List,中等,是,,已拉取
427,construct-quad-tree,Construct Quad Tree,中等,否,,已拉取
428,serialize-and-deserialize-n-ary-tree,Serialize and Deserialize N-ary Tree,困难,是,,已拉取
429,n-ary-tree-level-order-traversal,N-ary Tree Level Order Traversal,中等,否,,已拉取
430,flatten-a-multilevel-doubly-linked-list,Flatten a Multilevel Doubly Linked List,中等,否,,已拉取
431,encode-n-ary-tree-to-binary-tree,Encode N-ary Tree to Binary Tree,困难,是,,已拉取
432,all-oone-data-structure,All O`one Data Structure,困难,否,,已拉取
433,minimum-genetic-mutation,Minimum Genetic Mutation,中等,否,,已拉取
434,number-of-segments-in-a-string,Number of Segments in a String,简单,否,,已拉取
435,non-overlapping-intervals,Non-overlapping Intervals,中等,否,,已拉取
436,find-right-interval,Find Right Interval,中等,否,,已拉取
437,path-sum-iii,Path Sum III,中等,否,,已拉取
438,find-all-anagrams-in-a-string,Find All Anagrams in a String,中等,否,,已拉取
439,ternary-expression-parser,Ternary Expression Parser,中等,是,,已拉取
440,k-th-smallest-in-lexicographical-order,K-th Smallest in Lexicographical Order,困难,否,,已拉取
441,arranging-coins,Arranging Coins,简单,否,,已拉取
442,find-all-duplicates-in-an-array,Find All Duplicates in an Array,中等,否,,已拉取
443,string-compression,String Compression,中等,否,,已拉取
444,sequence-reconstruction,Sequence Reconstruction,中等,是,,已拉取
445,add-two-numbers-ii,Add Two Numbers II,中等,否,,已拉取
446,arithmetic-slices-ii-subsequence,Arithmetic Slices II - Subsequence,困难,否,,已拉取
447,number-of-boomerangs,Number of Boomerangs,中等,否,,已拉取
448,find-all-numbers-disappeared-in-an-array,Find All Numbers Disappeared in an Array,简单,否,,已拉取
449,serialize-and-deserialize-bst,Serialize and Deserialize BST,中等,否,,已拉取
450,delete-node-in-a-bst,Delete Node in a BST,中等,否,,已拉取
451,sort-characters-by-frequency,Sort Characters By Frequency,中等,否,,已拉取
452,minimum-number-of-arrows-to-burst-balloons,Minimum Number of Arrows to Burst Balloons,中等,否,,已拉取
453,minimum-moves-to-equal-array-elements,Minimum Moves to Equal Array Elements,中等,否,,已拉取
454,4sum-ii,4Sum II,中等,否,,已拉取
455,assign-cookies,Assign Cookies,简单,否,,已拉取
456,132-pattern,132 Pattern,中等,否,,已拉取
457,circular-array-loop,Circular Array Loop,中等,否,,已拉取
458,poor-pigs,Poor Pigs,困难,否,,已拉取
459,repeated-substring-pattern,Repeated Substring Pattern,简单,否,,已拉取
460,lfu-cache,LFU Cache,困难,否,,已拉取
461,hamming-distance,Hamming Distance,简单,否,,已拉取
462,minimum-moves-to-equal-array-elements-ii,Minimum Moves to Equal Array Elements II,中等,否,,已拉取
463,island-perimeter,Island Perimeter,简单,否,,已拉取
464,can-i-win,Can I Win,中等,否,,已拉取
465,optimal-account-balancing,Optimal Account Balancing,困难,是,,已拉取
466,count-the-repetitions,Count The Repetitions,困难,否,,已拉取
467,unique-substrings-in-wraparound-string,Unique Substrings in Wraparound String,中等,否,,已拉取
468,validate-ip-address,Validate IP Address,中等,否,,已拉取
469,convex-polygon,Convex Polygon,中等,是,,已拉取
470,implement-rand10-using-rand7,Implement Rand10() Using Rand7(),中等,否,,已拉取
471,encode-string-with-shortest-length,Encode String with Shortest Length,困难,是,,已拉取
472,concatenated-words,Concatenated Words,困难,否,,已拉取
473,matchsticks-to-square,Matchsticks to Square,中等,否,,已拉取
474,ones-and-zeroes,Ones and Zeroes,中等,否,,已拉取
475,heaters,Heaters,中等,否,,已拉取
476,number-complement,Number Complement,简单,否,,已拉取
477,total-hamming-distance,Total Hamming Distance,中等,否,,已拉取
478,generate-random-point-in-a-circle,Generate Random Point in a Circle,中等,否,,已拉取
479,largest-palindrome-product,Largest Palindrome Product,困难,否,,已拉取
480,sliding-window-median,Sliding Window Median,困难,否,,已拉取
481,magical-string,Magical String,中等,否,,已拉取
482,license-key-formatting,License Key Formatting,简单,否,,已拉取
483,smallest-good-base,Smallest Good Base,困难,否,,已拉取
484,find-permutation,Find Permutation,中等,是,,已拉取
485,max-consecutive-ones,Max Consecutive Ones,简单,否,,已拉取
486,predict-the-winner,Predict the Winner,中等,否,,已拉取
487,max-consecutive-ones-ii,Max Consecutive Ones II,中等,是,,已拉取
488,zuma-game,Zuma Game,困难,否,,已拉取
489,robot-room-cleaner,Robot Room Cleaner,困难,是,,已拉取
490,the-maze,The Maze,中等,是,,已拉取
491,non-decreasing-subsequences,Non-decreasing Subsequences,中等,否,,已拉取
492,construct-the-rectangle,Construct the Rectangle,简单,否,,已拉取
493,reverse-pairs,Reverse Pairs,困难,否,,已拉取
494,target-sum,Target Sum,中等,否,,已拉取
495,teemo-attacking,Teemo Attacking,简单,否,,已拉取
496,next-greater-element-i,Next Greater Element I,简单,否,,已拉取
497,random-point-in-non-overlapping-rectangles,Random Point in Non-overlapping Rectangles,中等,否,,已拉取
498,diagonal-traverse,Diagonal Traverse,中等,否,,已拉取
499,the-maze-iii,The Maze III,困难,是,,已拉取
500,keyboard-row,Keyboard Row,简单,否,,已拉取
501,find-mode-in-binary-search-tree,Find Mode in Binary Search Tree,简单,否,,已拉取
502,ipo,IPO,困难,否,,已拉取
503,next-greater-element-ii,Next Greater Element II,中等,否,,已拉取
504,base-7,Base 7,简单,否,,已拉取
505,the-maze-ii,The Maze II,中等,是,,已拉取
506,relative-ranks,Relative Ranks,简单,否,,已拉取
507,perfect-number,Perfect Number,简单,否,,已拉取
508,most-frequent-subtree-sum,Most Frequent Subtree Sum,中等,否,,已拉取
509,fibonacci-number,Fibonacci Number,简单,否,,已拉取
510,inorder-successor-in-bst-ii,Inorder Successor in BST II,中等,是,,已拉取
511,game-play-analysis-i,Game Play Analysis I,简单,否,,已拉取
512,game-play-analysis-ii,Game Play Analysis II,简单,是,,已拉取
513,find-bottom-left-tree-value,Find Bottom Left Tree Value,中等,否,,已拉取
514,freedom-trail,Freedom Trail,困难,否,,已拉取
515,find-largest-value-in-each-tree-row,Find Largest Value in Each Tree Row,中等,否,,已拉取
516,longest-palindromic-subsequence,Longest Palindromic Subsequence,中等,否,,已拉取
517,super-washing-machines,Super Washing Machines,困难,否,,已拉取
518,coin-change-ii,Coin Change II,中等,否,,已拉取
519,random-flip-matrix,Random Flip Matrix,中等,否,,已拉取
520,detect-capital,Detect Capital,简单,否,,已拉取
521,longest-uncommon-subsequence-i,Longest Uncommon Subsequence I,简单,否,,已拉取
522,longest-uncommon-subsequence-ii,Longest Uncommon Subsequence II,中等,否,,已拉取
523,continuous-subarray-sum,Continuous Subarray Sum,中等,否,,已拉取
524,longest-word-in-dictionary-through-deleting,Longest Word in Dictionary through Deleting,中等,否,,已拉取
525,contiguous-array,Contiguous Array,中等,否,,已拉取
526,beautiful-arrangement,Beautiful Arrangement,中等,否,,已拉取
527,word-abbreviation,Word Abbreviation,困难,是,,已拉取
528,random-pick-with-weight,Random Pick with Weight,中等,否,,已拉取
529,minesweeper,Minesweeper,中等,否,,已拉取
530,minimum-absolute-difference-in-bst,Minimum Absolute Difference in BST,简单,否,,已拉取
531,lonely-pixel-i,Lonely Pixel I,中等,是,,已拉取
532,k-diff-pairs-in-an-array,K-diff Pairs in an Array,中等,否,,已拉取
533,lonely-pixel-ii,Lonely Pixel II,中等,是,,已拉取
534,game-play-analysis-iii,Game Play Analysis III,中等,是,,已拉取
535,encode-and-decode-tinyurl,Encode and Decode TinyURL,中等,否,,已拉取
536,construct-binary-tree-from-string,Construct Binary Tree from String,中等,是,,已拉取
537,complex-number-multiplication,Complex Number Multiplication,中等,否,,已拉取
538,convert-bst-to-greater-tree,Convert BST to Greater Tree,中等,否,,已拉取
539,minimum-time-difference,Minimum Time Difference,中等,否,,已拉取
540,single-element-in-a-sorted-array,Single Element in a Sorted Array,中等,否,,已拉取
541,reverse-string-ii,Reverse String II,简单,否,,已拉取
542,01-matrix,01 Matrix,中等,否,,已拉取
543,diameter-of-binary-tree,Diameter of Binary Tree,简单,否,,已拉取
544,output-contest-matches,Output Contest Matches,中等,是,,已拉取
545,boundary-of-binary-tree,Boundary of Binary Tree,中等,是,,已拉取
546,remove-boxes,Remove Boxes,困难,否,,已拉取
547,number-of-provinces,Number of Provinces,中等,否,,已拉取
548,split-array-with-equal-sum,Split Array with Equal Sum,困难,是,,已拉取
549,binary-tree-longest-consecutive-sequence-ii,Binary Tree Longest Consecutive Sequence II,中等,是,,已拉取
550,game-play-analysis-iv,Game Play Analysis IV,中等,否,,已拉取
551,student-attendance-record-i,Student Attendance Record I,简单,否,,已拉取
552,student-attendance-record-ii,Student Attendance Record II,困难,否,,已拉取
553,optimal-division,Optimal Division,中等,否,,已拉取
554,brick-wall,Brick Wall,中等,否,,已拉取
555,split-concatenated-strings,Split Concatenated Strings,中等,是,,已拉取
556,next-greater-element-iii,Next Greater Element III,中等,否,,已拉取
557,reverse-words-in-a-string-iii,Reverse Words in a String III,简单,否,,已拉取
558,logical-or-of-two-binary-grids-represented-as-quad-trees,Logical OR of Two Binary Grids Represented as Quad-Trees,中等,否,,已拉取
559,maximum-depth-of-n-ary-tree,Maximum Depth of N-ary Tree,简单,否,,已拉取
560,subarray-sum-equals-k,Subarray Sum Equals K,中等,否,,已拉取
561,array-partition,Array Partition,简单,否,,已拉取
562,longest-line-of-consecutive-one-in-matrix,Longest Line of Consecutive One in Matrix,中等,是,,已拉取
563,binary-tree-tilt,Binary Tree Tilt,简单,否,,已拉取
564,find-the-closest-palindrome,Find the Closest Palindrome,困难,否,,已拉取
565,array-nesting,Array Nesting,中等,否,,已拉取
566,reshape-the-matrix,Reshape the Matrix,简单,否,,已拉取
567,permutation-in-string,Permutation in String,中等,否,,已拉取
568,maximum-vacation-days,Maximum Vacation Days,困难,是,,已拉取
569,median-employee-salary,Median Employee Salary,困难,是,,已拉取
570,managers-with-at-least-5-direct-reports,Managers with at Least 5 Direct Reports,中等,否,,已拉取
571,find-median-given-frequency-of-numbers,Find Median Given Frequency of Numbers,困难,是,,已拉取
572,subtree-of-another-tree,Subtree of Another Tree,简单,否,,已拉取
573,squirrel-simulation,Squirrel Simulation,中等,是,,已拉取
574,winning-candidate,Winning Candidate,中等,是,,已拉取
575,distribute-candies,Distribute Candies,简单,否,,已拉取
576,out-of-boundary-paths,Out of Boundary Paths,中等,否,,已拉取
577,employee-bonus,Employee Bonus,简单,否,,已拉取
578,get-highest-answer-rate-question,Get Highest Answer Rate Question,中等,是,,已拉取
579,find-cumulative-salary-of-an-employee,Find Cumulative Salary of an Employee,困难,是,,已拉取
580,count-student-number-in-departments,Count Student Number in Departments,中等,是,,已拉取
581,shortest-unsorted-continuous-subarray,Shortest Unsorted Continuous Subarray,中等,否,,已拉取
582,kill-process,Kill Process,中等,是,,已拉取
583,delete-operation-for-two-strings,Delete Operation for Two Strings,中等,否,,已拉取
584,find-customer-referee,Find Customer Referee,简单,否,,已拉取
585,investments-in-2016,Investments in 2016,中等,否,,已拉取
586,customer-placing-the-largest-number-of-orders,Customer Placing the Largest Number of Orders,简单,否,,已拉取
587,erect-the-fence,Erect the Fence,困难,否,,已拉取
588,design-in-memory-file-system,Design In-Memory File System,困难,是,,已拉取
589,n-ary-tree-preorder-traversal,N-ary Tree Preorder Traversal,简单,否,,已拉取
590,n-ary-tree-postorder-traversal,N-ary Tree Postorder Traversal,简单,否,,已拉取
591,tag-validator,Tag Validator,困难,否,,已拉取
592,fraction-addition-and-subtraction,Fraction Addition and Subtraction,中等,否,,已拉取
593,valid-square,Valid Square,中等,否,,已拉取
594,longest-harmonious-subsequence,Longest Harmonious Subsequence,简单,否,,已拉取
595,big-countries,Big Countries,简单,否,,已拉取
596,classes-with-at-least-5-students,Classes With at Least 5 Students,简单,否,,已拉取
597,friend-requests-i-overall-acceptance-rate,Friend Requests I: Overall Acceptance Rate,简单,是,,已拉取
598,range-addition-ii,Range Addition II,简单,否,,已拉取
599,minimum-index-sum-of-two-lists,Minimum Index Sum of Two Lists,简单,否,,已拉取
600,non-negative-integers-without-consecutive-ones,Non-negative Integers without Consecutive Ones,困难,否,,已拉取
601,human-traffic-of-stadium,Human Traffic of Stadium,困难,否,,已拉取
602,friend-requests-ii-who-has-the-most-friends,Friend Requests II: Who Has the Most Friends,中等,否,,已拉取
603,consecutive-available-seats,Consecutive Available Seats,简单,是,,已拉取
604,design-compressed-string-iterator,Design Compressed String Iterator,简单,是,,已拉取
605,can-place-flowers,Can Place Flowers,简单,否,,已拉取
606,construct-string-from-binary-tree,Construct String from Binary Tree,中等,否,,已拉取
607,sales-person,Sales Person,简单,否,,已拉取
608,tree-node,Tree Node,中等,否,,已拉取
609,find-duplicate-file-in-system,Find Duplicate File in System,中等,否,,已拉取
610,triangle-judgement,Triangle Judgement,简单,否,,已拉取
611,valid-triangle-number,Valid Triangle Number,中等,否,,已拉取
612,shortest-distance-in-a-plane,Shortest Distance in a Plane,中等,是,,已拉取
613,shortest-distance-in-a-line,Shortest Distance in a Line,简单,是,,已拉取
614,second-degree-follower,Second Degree Follower,中等,是,,已拉取
615,average-salary-departments-vs-company,Average Salary: Departments VS Company,困难,是,,已拉取
616,add-bold-tag-in-string,Add Bold Tag in String,中等,是,,已拉取
617,merge-two-binary-trees,Merge Two Binary Trees,简单,否,,已拉取
618,students-report-by-geography,Students Report By Geography,困难,是,,已拉取
619,biggest-single-number,Biggest Single Number,简单,否,,已拉取
620,not-boring-movies,Not Boring Movies,简单,否,,已拉取
621,task-scheduler,Task Scheduler,中等,否,,已拉取
